instance,num_var,velox_runtime[ms],velox_energy,dwave_energy,qpu_time[ms],velox_solution,dwave_solution
qubo-32.txt,94,32.361713,-30.0,-23.0,123.16004,0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1,0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0
qubo-33.txt,97,28.422408,-32.0,-23.0,125.00204,1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0,0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0
qubo-34.txt,100,28.043121,-32.0,-24.0,125.69955999999999,0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0,0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0
qubo-35.txt,103,32.381992,-34.0,-26.0,161.90820000000002,0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0,0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0
qubo-36.txt,106,27.65884,-34.0,-25.0,139.80948,1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0,0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1
qubo-37.txt,109,28.147091,-36.0,-25.0,127.5026,0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0,0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0
qubo-38.txt,112,32.421921,-36.0,-25.0,102.39292,0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0,0;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0
qubo-39.txt,115,32.939369000000006,-38.0,-28.0,129.32532,1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0,1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0
qubo-40.txt,118,28.675489,-38.0,-27.0,131.74236,1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0,1;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0
qubo-41.txt,121,31.548921,-40.0,-27.0,130.51116,0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0,0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;1;1;0
qubo-42.txt,124,33.660921,-40.0,-30.0,116.443,0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0,0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;1
qubo-43.txt,127,33.282593999999996,-42.0,-28.0,170.67244,0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0,1;1;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0
qubo-44.txt,130,34.484618000000005,-42.0,-27.0,106.03796000000001,1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0,0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0
qubo-45.txt,133,28.920515,-44.0,-29.0,102.35116000000001,0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0,0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0
