bitstring,expectation,penalty,valid
110 01 01,71.0,8,False
111 00 00,8.0,8,False
111 00 01,4.0,8,False
111 01 00,68.0,8,False
111 01 01,68.0,8,False
110 00 10,1.0,8,False
110 00 11,1.0,8,False
110 01 10,63.0,8,True
110 01 11,67.0,8,False
111 00 10,4.0,8,False
111 00 11,0.0,8,True
111 01 10,64.0,8,False
111 01 11,64.0,8,False
110 10 00,9.0,8,False
110 10 01,9.0,8,False
110 11 00,71.0,8,False
110 11 01,75.0,8,False
111 10 00,12.0,8,False
111 10 01,8.0,8,False
111 11 00,72.0,8,False
111 11 01,72.0,8,False
110 10 10,9.0,8,False
110 10 11,9.0,8,False
110 11 10,71.0,8,False
110 11 11,75.0,8,False
111 10 10,12.0,8,False
111 10 11,8.0,8,False
111 11 10,72.0,8,False
111 11 11,72.0,8,False
